customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,NumServices,IsFamily,ContractRisk,ChargeRatio,PaymentRisk
9391-TTOYH,1,0,0,0,23,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.5,470.2,0,1-2 years,1,0,3,0.04138370118845501,0
1452-XRSJV,1,0,1,1,39,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),51.05,2066.0,0,2-4 years,2,1,3,0.024697629414610546,0
3422-WJOYD,0,0,1,0,28,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.35,1426.45,0,2-4 years,3,1,2,0.038074888787698345,0
8242-SOQUO,1,1,0,0,5,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,84.7,392.5,0,0-6 months,3,0,3,0.21524777636594664,1
7460-ITWWP,1,1,1,0,45,1,0,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,86.1,3861.45,0,2-4 years,3,1,3,0.02229155069968543,1
7147-AYBAA,0,0,0,0,37,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.35,2552.9,0,2-4 years,1,0,3,0.027546105955597318,0
7868-TMWMZ,1,1,1,0,60,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),110.0,6668.35,0,4-5 years,7,1,1,0.016493361422027633,0
4822-RVYBB,0,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,819.4,1,6-12 months,5,0,3,0.12262311067771818,1
6732-FZUGP,1,0,0,0,47,1,1,Fiber optic,1,0,1,0,1,0,One year,0,Credit card (automatic),94.9,4615.25,0,2-4 years,5,0,2,0.02055781207690225,0
8436-BJUMM,0,0,1,1,26,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,83.75,2070.6,1,2-4 years,3,1,3,0.04042768874300058,1
4184-TJFAN,1,1,1,1,3,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,1,Mailed check,88.3,273.75,1,0-6 months,4,1,3,0.3213830755232029,0
8329-GWVPJ,1,0,1,1,50,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,3557.7,0,4-5 years,1,1,3,0.01959985387922556,0
1352-VHKAJ,0,0,1,1,27,1,1,DSL,0,0,0,1,1,1,Month-to-month,0,Bank transfer (automatic),71.6,1957.1,0,2-4 years,5,1,3,0.03656605893468158,0
4145-UQXUQ,1,1,0,0,8,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.1,729.95,1,6-12 months,4,0,3,0.12600041042478966,1
2632-TACXW,1,0,1,0,62,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.65,1416.75,0,5+ years,2,1,1,0.01668136131193793,0
8146-QQKZH,1,0,1,0,71,1,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),81.85,5924.4,0,5+ years,6,1,1,0.013813413440442839,0
1767-CJKBA,0,0,0,0,66,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.1,1697.7,0,5+ years,2,0,1,0.014776005180432096,0
6445-TNRXS,0,0,1,1,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.7,7849.85,0,5+ years,8,1,1,0.014609883006298681,0
4581-LNWUM,1,0,0,0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.15,649.4,0,1-2 years,3,0,3,0.07556888068880689,1
4869-EPIUS,0,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,4557.5,0,4-5 years,2,1,2,0.017747065920807284,1
9948-YPTDG,0,0,1,0,38,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,79.45,3013.05,1,2-4 years,3,1,3,0.026359881222939235,1
1236-WFCDV,0,1,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),90.45,1266.1,1,1-2 years,3,0,3,0.07138347407465867,0
1915-OAKWD,1,0,0,1,16,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.3,360.35,0,1-2 years,1,1,2,0.05341082053410821,0
7296-PIXQY,1,0,1,1,14,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.2,1046.5,0,1-2 years,1,1,3,0.06701670644391408,1
4883-QICIH,0,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2347.9,1,2-4 years,1,1,3,0.029694750734386308,0
3354-OADJP,1,0,0,0,8,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),54.25,447.75,0,6-12 months,3,0,2,0.12089136490250696,0
3524-WQDSG,1,0,1,1,43,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),99.3,4209.95,0,2-4 years,5,1,3,0.023581377123926904,0
0810-DHDBD,1,0,0,0,52,1,1,DSL,1,0,1,1,1,0,One year,0,Credit card (automatic),74.0,3877.65,0,4-5 years,6,0,2,0.019078803191832208,0
4026-SKKHW,0,0,0,0,3,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.25,152.3,0,0-6 months,2,0,3,0.3277886497064579,0
2829-HYVZP,0,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.8,572.2,0,2-4 years,1,0,2,0.03454291695743196,0
8329-IBCTI,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,19.65,1,0-6 months,1,0,3,0.9515738498789347,0
1271-SJBGZ,0,1,0,0,12,0,0,DSL,0,0,1,1,0,1,Month-to-month,1,Electronic check,43.65,526.95,1,6-12 months,3,0,3,0.0826782839284023,1
3845-JHAMY,1,0,1,1,16,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),35.5,552.7,0,1-2 years,1,1,3,0.06411414123171393,0
7013-PSXHK,1,0,0,0,40,1,1,DSL,0,0,1,1,1,1,One year,1,Mailed check,80.75,3208.65,0,2-4 years,6,0,2,0.025158506379200224,0
5669-SRAIP,1,0,0,0,5,0,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,39.5,210.75,1,0-6 months,2,0,3,0.18654073199527746,1
5981-ITEMU,0,0,1,0,40,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.1,3706.95,1,2-4 years,4,1,3,0.026186976631292224,0
3486-NPGST,1,0,0,0,36,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.55,620.75,0,2-4 years,1,0,2,0.031443506232408526,0
6941-PMGEP,1,0,0,0,5,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.0,412.5,1,0-6 months,2,0,3,0.19347037484885127,1
1624-WOIWJ,1,0,0,0,10,1,0,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Mailed check,84.7,832.05,1,6-12 months,3,0,3,0.10167456935358023,0
2074-GKOWZ,0,0,1,1,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.55,185.55,1,0-6 months,3,1,3,0.4800321629589922,0
0376-YMCJC,0,0,0,0,23,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.6,1943.2,1,1-2 years,4,0,3,0.04660014401810513,1
6100-FJZDG,0,0,1,1,26,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.05,505.9,0,2-4 years,1,1,2,0.03955415269283883,0
4829-ZLJTK,1,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,8046.85,0,5+ years,7,1,1,0.013966463092627224,1
1730-VFMWO,1,0,1,0,34,1,0,DSL,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),50.2,1815.3,0,2-4 years,2,1,3,0.02763860595716567,0
7143-BQIBA,0,0,0,0,10,1,0,DSL,1,0,0,1,1,0,Month-to-month,0,Bank transfer (automatic),62.25,612.95,0,6-12 months,4,0,3,0.10139262154898607,0
3800-LYTRK,1,0,0,0,14,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,55.7,795.15,0,1-2 years,3,0,2,0.06996169063618665,0
0634-SZPQA,1,0,0,0,23,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),90.05,2169.8,1,1-2 years,4,0,3,0.04148240280081076,0
9646-NMHXE,0,0,1,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.65,973.1,0,2-4 years,1,1,1,0.020172466892516165,0
7030-NJVDP,0,0,1,0,24,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.25,2210.2,0,1-2 years,4,1,3,0.0403626989869754,1
5536-RTPWK,0,0,1,0,49,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.05,4853.75,1,4-5 years,5,1,3,0.020402698388176526,0
8883-GRDWQ,0,1,0,0,20,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,54.0,1055.9,0,1-2 years,3,0,2,0.05109281862049389,0
6166-ILMNY,1,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),69.75,144.55,1,0-6 months,1,0,3,0.47921676399862584,0
3097-NNSPB,1,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),49.05,91.1,1,0-6 months,2,0,3,0.5325732899022801,0
7771-ZONAT,0,0,0,0,22,0,0,DSL,0,0,1,1,1,1,Two year,0,Bank transfer (automatic),56.75,1304.85,0,1-2 years,4,0,1,0.04345828387640235,0
0655-RBDUG,0,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),98.05,713.0,1,6-12 months,5,0,3,0.13732492997198878,0
2111-DWYHN,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,21.1,21.1,0,0-6 months,1,0,3,0.9547511312217195,0
4194-WHFCB,1,0,1,1,59,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),96.65,5580.8,0,4-5 years,5,1,3,0.017315202981117203,0
4121-AGSIN,1,0,1,1,58,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),24.5,1497.9,0,4-5 years,2,1,2,0.016345319901260924,0
4361-BKAXE,1,0,0,0,41,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,2-4 years,8,0,3,0.0252845896498802,0
9845-PEEKO,1,1,0,0,59,1,1,Fiber optic,0,1,0,0,0,0,Two year,1,Credit card (automatic),79.2,4590.35,0,4-5 years,3,0,1,0.017249828481819073,0
0455-XFASS,1,0,1,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,200.2,0,0-6 months,1,1,3,0.345675944333996,1
0301-KOBTQ,0,0,0,0,32,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,614.45,0,2-4 years,1,0,1,0.03257778860996019,0
1751-NCDLI,0,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.85,4564.9,0,2-4 years,5,1,3,0.021649620009198626,1
9878-TNQGW,0,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,80.95,171.15,1,0-6 months,2,0,3,0.470229451060122,1
9170-ARBTB,1,0,1,1,52,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.6,1012.4,0,4-5 years,1,1,2,0.01934083283994474,0
4441-NIHPT,1,1,0,0,13,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.3,940.35,1,1-2 years,2,0,3,0.07892919742922398,1
8999-BOHSE,1,1,0,0,11,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),89.7,1047.7,1,6-12 months,3,0,3,0.08553447125011919,0
7241-AJHFS,0,0,0,0,32,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),87.65,2766.4,0,2-4 years,4,0,3,0.03167232781672328,0
7029-RPUAV,0,1,1,0,17,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),100.45,1622.45,1,1-2 years,5,1,3,0.061874403276971884,0
4546-FOKWR,1,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,1129.35,0,1-2 years,2,0,3,0.06612995974698103,0
9036-CSKBW,1,0,0,0,51,1,1,Fiber optic,1,1,1,0,1,1,One year,0,Bank transfer (automatic),107.45,5680.9,0,4-5 years,7,0,2,0.01891092768264137,0
5832-TRLPB,0,0,0,0,29,1,0,DSL,0,0,1,1,1,1,One year,1,Bank transfer (automatic),75.35,2243.9,0,2-4 years,5,0,2,0.03356496948639137,0
8590-YFFQO,0,0,1,0,70,1,0,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),64.95,4523.25,0,5+ years,5,1,1,0.014355970602862353,0
8659-IOOPU,1,0,1,1,71,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Electronic check,100.45,7159.7,0,5+ years,6,1,1,0.014027958160515034,1
1338-CECEE,0,0,1,1,41,1,1,DSL,0,1,1,0,1,0,One year,0,Bank transfer (automatic),68.5,2839.95,0,2-4 years,5,1,2,0.024111652792199793,0
7439-DKZTW,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.55,80.55,0,0-6 months,2,0,3,0.987737584304108,1
4646-QZXTF,1,0,1,0,7,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),81.25,580.1,0,6-12 months,6,1,3,0.13982102908277405,0
4607-CHPCA,0,0,1,1,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Electronic check,90.4,2178.6,1,2-4 years,3,1,2,0.04147550009175996,1
9742-XOKTS,0,0,1,1,67,1,1,Fiber optic,1,1,0,1,0,0,One year,0,Electronic check,89.55,6038.55,0,5+ years,5,1,2,0.014827263620633987,1
6921-OZMFH,0,0,1,1,5,1,1,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,55.7,259.4,0,0-6 months,3,1,3,0.21390168970814136,0
9578-FOMUK,0,0,0,1,15,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.8,324.15,0,1-2 years,2,1,3,0.07627248962017531,1
4712-UYOOI,1,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,417.65,0,1-2 years,1,1,3,0.04777260241251642,1
8824-RWFXJ,0,0,1,1,3,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,56.15,168.15,1,0-6 months,3,1,3,0.33195388708247114,0
7722-CVFXN,0,0,1,1,54,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,105.2,5637.85,0,4-5 years,6,1,2,0.018656286299511424,1
8717-VCTXJ,0,0,0,0,42,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.55,839.4,0,2-4 years,1,0,2,0.023262732032365542,0
7363-QTBIW,1,0,1,0,9,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.75,769.1,0,6-12 months,2,1,3,0.103557979483184,1
4159-NAAIX,1,0,0,0,63,1,1,Fiber optic,0,1,0,0,1,1,Two year,0,Bank transfer (automatic),97.45,6253.0,0,5+ years,5,0,1,0.015582027502398465,0
0971-QIFJK,1,0,1,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1641.8,0,5+ years,2,1,1,0.014761383004626248,0
9397-TZSHA,1,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),24.6,1678.05,0,5+ years,2,0,1,0.014651142014829815,0
3391-JSQEW,0,0,1,0,40,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,2058.5,0,2-4 years,2,1,3,0.0243505705268269,0
0343-QLUZP,0,0,0,0,60,0,0,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),39.6,2424.5,0,4-5 years,3,0,1,0.0163265306122449,0
9763-PDTKK,1,0,0,0,4,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),94.4,387.2,1,0-6 months,5,0,3,0.24317362184441013,0
2176-LVPNX,1,1,0,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Mailed check,89.85,6293.45,0,5+ years,8,0,1,0.014274479898958605,0
7627-JKIAZ,1,0,1,0,37,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),78.95,2839.65,1,2-4 years,3,1,3,0.02779293471564607,0
3312-UUMZW,0,0,1,0,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.85,3145.9,0,2-4 years,5,1,3,0.03141186564555594,0
1271-UODNO,0,0,0,0,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),53.85,2200.7,0,2-4 years,3,0,1,0.024458373075350866,0
8461-EFQYM,1,0,0,0,38,1,1,No,0,0,0,0,0,0,One year,1,Electronic check,24.25,914.4,0,2-4 years,2,0,2,0.026491151409220013,1
6900-RBKER,0,0,0,0,52,1,1,Fiber optic,0,0,1,0,0,1,Two year,1,Credit card (automatic),89.45,4577.75,0,4-5 years,4,0,1,0.019535899535899535,0
6891-JPYFF,1,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,Month-to-month,1,Credit card (automatic),105.25,4997.5,0,2-4 years,6,1,3,0.02105631689506852,0
1459-QNFQT,0,0,1,1,70,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.5,4144.8,0,5+ years,5,1,1,0.014351874185923102,0
1047-NNCBF,0,0,0,0,20,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.55,1493.55,0,1-2 years,1,0,3,0.04720484426750527,0
3696-XRIEN,1,0,0,0,50,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),82.5,4179.1,0,4-5 years,7,0,2,0.01973636994330279,0
4081-DYXAV,1,0,0,0,19,0,0,DSL,0,0,0,0,1,1,One year,1,Credit card (automatic),44.85,893.55,1,1-2 years,2,0,2,0.050136940361075404,0
0074-HDKDG,0,0,1,1,25,1,0,DSL,1,1,1,0,0,0,One year,1,Bank transfer (automatic),61.6,1611.0,0,2-4 years,4,1,2,0.03821339950372209,0
8791-GFXLZ,0,0,0,0,12,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),49.05,593.05,0,6-12 months,2,0,3,0.08256880733944955,0
8111-SLLHI,0,1,1,0,39,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.65,4284.8,1,2-4 years,6,1,3,0.024651173643193802,1
0927-LCSMG,0,0,0,0,7,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,74.65,544.55,1,6-12 months,2,0,3,0.13683438731555314,0
9330-DHBFL,1,0,1,1,23,1,0,DSL,1,1,1,1,0,0,One year,1,Mailed check,66.25,1533.8,0,1-2 years,5,1,2,0.043165233255147255,0
0098-BOWSO,0,0,0,0,27,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.4,529.8,0,2-4 years,1,0,3,0.03654860587792012,1
3452-ABWRL,0,1,0,0,47,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.05,3865.6,0,2-4 years,3,0,3,0.022254694046449076,0
5859-HZYLF,0,0,1,1,26,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.15,515.75,0,2-4 years,1,1,1,0.0370585389453314,0
8257-RZAHR,1,0,1,0,14,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),64.7,941.0,1,1-2 years,4,1,3,0.06868365180467091,0
5293-WXJAK,1,1,1,0,11,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.05,1133.65,1,6-12 months,6,1,3,0.09170228704886968,0
3156-QLHBO,0,0,0,1,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.25,48.35,0,0-6 months,1,1,3,0.3900709219858156,0
2208-NQBCT,1,0,1,1,26,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.95,2070.05,0,2-4 years,3,1,3,0.03956930059631587,1
1779-PWPMG,1,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.65,8333.95,0,5+ years,8,1,1,0.013755331465695655,0
6621-NRZAK,1,0,1,1,63,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.0,1209.25,0,5+ years,1,1,1,0.016525511258004544,0
0831-JNISG,0,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.8,1396.25,0,5+ years,1,1,1,0.014170692431561997,0
0774-IFUVM,0,0,1,1,11,1,1,DSL,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),65.15,723.35,0,6-12 months,4,1,3,0.08994270725478015,0
3082-WQRVY,0,1,1,0,14,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,228.65,0,1-2 years,1,1,2,0.08556499020248202,0
9553-DLCLU,1,0,0,1,13,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),88.95,1161.75,0,1-2 years,8,1,1,0.0764996774887121,0
1641-BYBTK,0,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.2,98.35,0,0-6 months,1,1,3,0.20332159033719174,0
2460-NGXBJ,0,1,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),75.2,775.3,0,6-12 months,2,1,3,0.09686976684271545,0
2446-ZKVAF,0,0,1,0,18,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),56.8,1074.65,0,1-2 years,3,1,3,0.0528052805280528,0
0841-NULXI,0,0,0,0,1,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Electronic check,35.55,35.55,1,0-6 months,1,0,3,0.9726402188782489,1
3522-CDKHF,1,0,1,0,32,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.5,2324.7,0,2-4 years,2,1,3,0.03246334436943716,0
1430-SFQSA,0,0,0,0,29,0,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,35.6,1072.6,0,2-4 years,2,0,2,0.03315946348733234,0
0411-EZJZE,1,0,0,0,3,1,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,60.25,170.5,0,0-6 months,3,0,3,0.35131195335276966,1
7851-WZEKY,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.15,196.9,1,0-6 months,4,0,3,0.48079838302172817,1
8844-TONUD,0,0,1,1,13,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Mailed check,96.65,1162.85,1,1-2 years,4,1,3,0.08304334751041802,0
8807-ARQET,1,0,0,0,41,0,0,DSL,0,1,0,0,0,1,Month-to-month,1,Electronic check,40.35,1677.85,0,2-4 years,2,0,3,0.02403430919974983,1
8992-CEUEN,1,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,18.85,18.85,0,0-6 months,1,0,3,0.9496221662468514,1
4320-QMLLA,0,0,0,0,7,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Mailed check,54.85,370.4,0,6-12 months,2,0,3,0.14768443726440497,0
8777-PVYGU,1,0,1,0,52,1,0,DSL,1,0,1,0,1,0,One year,1,Mailed check,64.3,3410.6,0,4-5 years,4,1,2,0.01884746160159456,0
8292-ITGYJ,1,0,1,1,45,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.65,1138.8,0,2-4 years,2,1,1,0.021626601158097912,0
6870-ZWMNX,0,0,1,0,70,1,1,DSL,0,1,1,1,1,0,Two year,0,Credit card (automatic),76.1,5264.25,0,5+ years,6,1,1,0.014453254831204595,0
0621-CXBKL,1,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,18.7,1005.7,0,4-5 years,1,0,1,0.018575543856163702,0
5268-DSMNQ,1,1,1,0,62,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),97.95,5936.55,0,5+ years,5,1,2,0.016496703185657383,0
5334-JLAXU,1,0,1,0,60,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Credit card (automatic),94.1,5475.9,0,4-5 years,5,1,3,0.01718125216819734,0
4086-YQSNZ,1,1,1,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.4,224.05,1,0-6 months,2,1,3,0.357253943568096,1
6242-MBHPK,1,1,1,0,23,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.1,2326.05,0,1-2 years,4,1,3,0.04086719236801959,1
5868-CZJDR,0,0,0,1,1,0,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,31.35,31.35,1,0-6 months,1,1,3,0.9690880989180835,0
9359-UGBTK,1,0,0,0,67,1,0,DSL,1,0,1,1,0,1,One year,1,Bank transfer (automatic),72.35,4991.5,0,5+ years,5,0,2,0.014491737606409613,0
0135-NMXAP,1,0,0,0,12,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.75,1052.4,1,6-12 months,4,0,3,0.08520030377824188,0
4782-OSFXZ,1,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),82.7,5831.2,0,5+ years,7,1,1,0.014179897808717123,0
6479-OAUSD,0,0,0,0,25,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.9,510.8,0,2-4 years,1,0,2,0.03888237592809691,0
7129-ACFOG,1,0,0,0,5,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,53.8,283.95,0,0-6 months,3,0,3,0.18880505351816107,1
4189-NAKJS,0,0,0,0,26,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),51.55,1295.4,0,2-4 years,2,0,2,0.039763961740203635,0
5562-BETPV,0,0,1,1,1,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,19.65,0,0-6 months,1,1,2,0.9515738498789347,0
1282-IHQAC,0,1,0,0,70,0,0,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),44.05,3011.65,0,5+ years,3,0,2,0.014621678588617992,0
9127-FHJBZ,0,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,114.0,8093.15,0,5+ years,8,1,1,0.014084246029539853,1
6270-OMFIW,0,0,1,0,60,1,0,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,94.4,5610.25,1,4-5 years,4,1,2,0.01682334595678325,1
1641-RQDAY,1,1,1,1,32,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.4,3217.65,0,2-4 years,5,1,3,0.03119320211890078,1
0107-WESLM,0,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,19.85,19.85,1,0-6 months,1,0,3,0.9520383693045563,1
6994-ORCWG,1,0,0,0,14,1,1,DSL,0,1,0,0,0,0,One year,1,Mailed check,54.25,773.2,0,1-2 years,3,0,2,0.07007233273056057,0
